Link,Name,Teams,Prize,Type,Location,Start Date,End Date
https://www.hltv.org/events/7033/blasttv-paris-major-2023-north-america-rmr-open-qualifier-2,BLAST.tv Paris Major 2023 North America RMR Open Qualifier 2,8+,4 spots in Closed Qualifier,8+,Feb 15th - Feb 16,15.02.2023,16.02.2023
https://www.hltv.org/events/7031/blasttv-paris-major-2023-south-america-rmr-open-qualifier-2,BLAST.tv Paris Major 2023 South America RMR Open Qualifier 2,8+,4 spots in Closed Qualifier,8+,Feb 15th - Feb 16,15.02.2023,16.02.2023
https://www.hltv.org/events/6994/iem-rio-2023-south-america-closed-qualifier,IEM Rio 2023 South America Closed Qualifier,4,IEM Rio '23 spot,4,Feb 15th - Feb 16,15.02.2023,16.02.2023
https://www.hltv.org/events/6991/iem-rio-2023-north-america-closed-qualifier,IEM Rio 2023 North America Closed Qualifier,4,IEM Rio '23 spot,4,Feb 15th - Feb 16,15.02.2023,16.02.2023
https://www.hltv.org/events/7059/european-pro-league-2nd-division-season-1,European Pro League 2nd Division Season 1,6+,10000,6+,Feb 12th - Feb 16,12.02.2023,16.02.2023
https://www.hltv.org/events/7032/blasttv-paris-major-2023-europe-rmr-open-qualifier-2,BLAST.tv Paris Major 2023 Europe RMR Open Qualifier 2,16+,8 spots in Closed Qualifiers,16+,Feb 14th - Feb 15,14.02.2023,15.02.2023
https://www.hltv.org/events/7026/blasttv-paris-major-2023-south-america-rmr-open-qualifier-1,BLAST.tv Paris Major 2023 South America RMR Open Qualifier 1,16+,4 spots in Closed Qualifier,16+,Feb 14th - Feb 15,14.02.2023,15.02.2023
https://www.hltv.org/events/7025/blasttv-paris-major-2023-north-america-rmr-open-qualifier-1,BLAST.tv Paris Major 2023 North America RMR Open Qualifier 1,8+,4 spots in Closed Qualifier,8+,Feb 14th - Feb 15,14.02.2023,15.02.2023
https://www.hltv.org/events/7022/blasttv-paris-major-2023-europe-rmr-open-qualifier-1,BLAST.tv Paris Major 2023 Europe RMR Open Qualifier 1,32+,8 spots in Closed Qualifiers,32+,Feb 13th - Feb 14,13.02.2023,14.02.2023
https://www.hltv.org/events/7048/epl-world-series-americas-season-2,EPL World Series Americas Season 2,4+,10000,4+,Feb 10th - Feb 13,10.02.2023,13.02.2023
https://www.hltv.org/events/7017/cct-north-america-series-3,CCT North America Series 3,24,25000,24,Jan 24th - Feb 13,24.01.2023,13.02.2023
https://www.hltv.org/events/7060/cct-south-europe-series-3-closed-qualifier,CCT South Europe Series 3 Closed Qualifier,8+,4 spots in South EU Series 3,8+,Feb 12,12.02.2023,12.02.2023
https://www.hltv.org/events/6993/iem-rio-2023-south-america-open-qualifier-2,IEM Rio 2023 South America Open Qualifier 2,16+,Closed Qualifier spot,16+,Feb 11th - Feb 12,11.02.2023,12.02.2023
https://www.hltv.org/events/6990/iem-rio-2023-north-america-open-qualifier-2,IEM Rio 2023 North America Open Qualifier 2,8+,Closed Qualifier spot,8+,Feb 11th - Feb 12,11.02.2023,12.02.2023
https://www.hltv.org/events/6921/esl-impact-katowice-2023,ESL Impact Katowice 2023,8,100000,8,Feb 10th - Feb 12,10.02.2023,12.02.2023
https://www.hltv.org/events/6809/iem-katowice-2023,IEM Katowice 2023,16,1000000,16,Feb 4th - Feb 12,04.02.2023,12.02.2023
https://www.hltv.org/events/7035/european-development-championship-7-closed-qualifier,European Development Championship 7 Closed Qualifier,16,4 spots in EDC S7,16,Jan 30th - Feb 12,30.01.2023,12.02.2023
https://www.hltv.org/events/6998/omen-wgr-challenge-2023,OMEN WGR Challenge 2023,8,16005,8,Jan 22nd - Feb 11,22.01.2023,11.02.2023
https://www.hltv.org/events/6988/iem-rio-2023-europe-closed-qualifier,IEM Rio 2023 Europe Closed Qualifier,8,2 spots at IEM Rio '23,8,Feb 8th - Feb 10,08.02.2023,10.02.2023
https://www.hltv.org/events/6984/cct-north-europe-series-3,CCT North Europe Series 3,24,50000,24,Jan 25th - Feb 6,25.01.2023,06.02.2023
https://www.hltv.org/events/6926/thunderpick-bitcoin-series-2,Thunderpick Bitcoin Series 2,26,80000,26,Nov 28th - Feb 6,28.11.2022,06.02.2023
https://www.hltv.org/events/7046/esea-winter-2023-cash-cup-3-europe,ESEA Winter 2023 Cash Cup 3 Europe,2+,4000,2+,Feb 5,05.02.2023,05.02.2023
https://www.hltv.org/events/7045/esl-impact-winter-2023-cash-cup-3-europe,ESL Impact Winter 2023 Cash Cup 3 Europe,2+,1000,2+,Feb 5,05.02.2023,05.02.2023
https://www.hltv.org/events/7042/mistgames-heroes-of-lofoten-2023-closed-qualifier,MistGames Heroes of Lofoten 2023 Closed Qualifier,16,Heroes of Lofoten spots,16,Jan 31st - Feb 5,31.01.2023,05.02.2023
https://www.hltv.org/events/7044/road-to-astralis-nexus-4,Road to Astralis Nexus 4,2+,2346,2+,Feb 4,04.02.2023,04.02.2023
https://www.hltv.org/events/7043/wandercon-2023,Wandercon 2023,4,5411,4,Feb 4,04.02.2023,04.02.2023
https://www.hltv.org/events/7014/cct-south-america-series-4,CCT South America Series 4,24,25000,24,Jan 22nd - Feb 4,22.01.2023,04.02.2023
https://www.hltv.org/events/6810/iem-katowice-2023-play-in,IEM Katowice 2023 Play-in,16,8 spots at IEM Katowice '23,16,Feb 1st - Feb 3,01.02.2023,03.02.2023
https://www.hltv.org/events/7000/elisa-invitational-winter-2023-contenders,Elisa Invitational Winter 2023 Contenders,16,8 spots in Elisa Inv. Winter '23,16,Jan 16th - Feb 2,16.01.2023,02.02.2023
https://www.hltv.org/events/6987/iem-rio-2023-europe-open-qualifier-2,IEM Rio 2023 Europe Open Qualifier 2,16+,2 spots in Closed Qualifier,16+,Jan 30th - Jan 31,30.01.2023,31.01.2023
https://www.hltv.org/events/7040/esl-impact-winter-2023-cash-cup-2-europe,ESL Impact Winter 2023 Cash Cup 2 Europe,2+,1000,2+,Jan 29,29.01.2023,29.01.2023
https://www.hltv.org/events/7039/esea-winter-2023-cash-cup-2-europe,ESEA Winter 2023 Cash Cup 2 Europe,4+,4000,4+,Jan 29,29.01.2023,29.01.2023
https://www.hltv.org/events/7038/europebet-winter-cup-2022-finals,Europebet Winter Cup 2022 Finals,2+,6580,2+,Jan 29,29.01.2023,29.01.2023
https://www.hltv.org/events/7037/esea-winter-2023-cash-cup-2-north-america,ESEA Winter 2023 Cash Cup 2 North America,8+,15000,8+,Jan 28th - Jan 29,28.01.2023,29.01.2023
https://www.hltv.org/events/7018/cct-west-europe-series-1-closed-qualifier,CCT West Europe Series 1 Closed Qualifier,16,4 spots in West EU Series 1,16,Jan 25th - Jan 29,25.01.2023,29.01.2023
https://www.hltv.org/events/7004/mesa-league-season-3,MESA League Season 3,4+,10000,4+,Jan 24th - Jan 29,24.01.2023,29.01.2023
https://www.hltv.org/events/6970/blast-premier-spring-groups-2023,BLAST Premier Spring Groups 2023,12,177500,12,Jan 19th - Jan 29,19.01.2023,29.01.2023
https://www.hltv.org/events/7036/rur-frost-cup-2023,RUR Frost Cup 2023,2+,1406,2+,Jan 28,28.01.2023,28.01.2023
https://www.hltv.org/events/6986/iem-rio-2023-europe-open-qualifier-1,IEM Rio 2023 Europe Open Qualifier 1,16+,2 spots in Closed Qualifier,16+,Jan 27th - Jan 28,27.01.2023,28.01.2023
https://www.hltv.org/events/6997/iem-rio-2023-asia-closed-qualifier,IEM Rio 2023 Asia Closed Qualifier,4,IEM Rio '23 spot,4,Jan 26th - Jan 27,26.01.2023,27.01.2023
https://www.hltv.org/events/6992/iem-rio-2023-south-america-open-qualifier-1,IEM Rio 2023 South America Open Qualifier 1,16+,Closed Qualifier spot,16+,Jan 26th - Jan 27,26.01.2023,27.01.2023
https://www.hltv.org/events/6989/iem-rio-2023-north-america-open-qualifier-1,IEM Rio 2023 North America Open Qualifier 1,8+,Closed Qualifier spot,8+,Jan 26th - Jan 27,26.01.2023,27.01.2023
https://www.hltv.org/events/6945/cct-south-europe-series-2,CCT South Europe Series 2,24,50000,24,Jan 14th - Jan 26,14.01.2023,26.01.2023
https://www.hltv.org/events/6985/european-pro-league-season-5,European Pro League Season 5,16,20000,16,Jan 9th - Jan 25,09.01.2023,25.01.2023
https://www.hltv.org/events/6996/iem-rio-2023-asia-open-qualifier-2,IEM Rio 2023 Asia Open Qualifier 2,4+,Closed Qualifier spot,4+,Jan 23rd - Jan 24,23.01.2023,24.01.2023
https://www.hltv.org/events/7011/cct-north-europe-series-3-closed-qualifier,CCT North Europe Series 3 Closed Qualifier,16,4 spots in North EU Series 3,16,Jan 19th - Jan 23,19.01.2023,23.01.2023
https://www.hltv.org/events/7016/961gamers-nationals-2022,961Gamers Nationals 2022,2+,600,2+,Jan 22,22.01.2023,22.01.2023
https://www.hltv.org/events/7015/subway-suberior-league-2023,Subway Suberior League 2023,4+,4800,4+,Jan 22,22.01.2023,22.01.2023
https://www.hltv.org/events/7013/esea-winter-2023-cash-cup-1-north-america,ESEA Winter 2023 Cash Cup 1 North America,8+,15000,8+,Jan 21st - Jan 22,21.01.2023,22.01.2023
https://www.hltv.org/events/6995/iem-rio-2023-asia-open-qualifier-1,IEM Rio 2023 Asia Open Qualifier 1,4+,Closed Qualifier spot,4+,Jan 21st - Jan 22,21.01.2023,22.01.2023
https://www.hltv.org/events/6960/esl-pro-league-season-17-conference-europe,ESL Pro League Season 17 Conference Europe,14,EPL S17 spots,14,Jan 16th - Jan 21,16.01.2023,21.01.2023
https://www.hltv.org/events/6964/esl-pro-league-season-17-conference-oceania,ESL Pro League Season 17 Conference Oceania,3,EPL S17 spots,3,Jan 18th - Jan 20,18.01.2023,20.01.2023
https://www.hltv.org/events/6963/esl-pro-league-season-17-conference-asia,ESL Pro League Season 17 Conference Asia,3,EPL S17 spots,3,Jan 18th - Jan 20,18.01.2023,20.01.2023
https://www.hltv.org/events/6962/esl-pro-league-season-17-conference-south-america,ESL Pro League Season 17 Conference South America,3,EPL S17 spots,3,Jan 18th - Jan 20,18.01.2023,20.01.2023
https://www.hltv.org/events/6961/esl-pro-league-season-17-conference-north-america,ESL Pro League Season 17 Conference North America,3,EPL S17 spots,3,Jan 18th - Jan 20,18.01.2023,20.01.2023
https://www.hltv.org/events/6983/esl-pro-league-season-17-conference-sa-open-qualifier,ESL Pro League Season 17 Conference SA Open Qualifier,8+,EPL S17 Conf. SA spot,8+,Jan 16th - Jan 17,16.01.2023,17.01.2023
https://www.hltv.org/events/6982/esl-pro-league-season-17-conference-oceania-open-qualifier,ESL Pro League Season 17 Conference Oceania Open Qualifier,8+,EPL S17 Conf. OCE spot,8+,Jan 16th - Jan 17,16.01.2023,17.01.2023
https://www.hltv.org/events/7010/esl-impact-winter-2023-cash-cup-1-south-america,ESL Impact Winter 2023 Cash Cup 1 South America,2+,1000,2+,Jan 15,15.01.2023,15.01.2023
https://www.hltv.org/events/7009/esea-winter-2023-cash-cup-1-europe,ESEA Winter 2023 Cash Cup 1 Europe,4+,4000,4+,Jan 15,15.01.2023,15.01.2023
https://www.hltv.org/events/7008/esl-impact-winter-2023-cash-cup-1-europe,ESL Impact Winter 2023 Cash Cup 1 Europe,2+,1000,2+,Jan 15,15.01.2023,15.01.2023
https://www.hltv.org/events/7005/esm-league-season-2,eSM League Season 2,2+,2500,2+,Jan 15,15.01.2023,15.01.2023
https://www.hltv.org/events/7003/perfect-world-arena-premier-league-season-3,Perfect World Arena Premier League Season 3,4+,29800,4+,Jan 14th - Jan 15,14.01.2023,15.01.2023
https://www.hltv.org/events/7002/fl0m-cup-2023,fl0m Cup 2023,8,6000,8,Jan 13th - Jan 15,13.01.2023,15.01.2023
https://www.hltv.org/events/6956/hltv-award-show-2022,HLTV Award Show 2022,-,_,-,Jan 14,14.01.2023,14.01.2023
https://www.hltv.org/events/6999/omen-wgr-challenge-2023-closed-qualifier,OMEN WGR Challenge 2023 Closed Qualifier,8,2 spots in WGR Challenge '23,8,Jan 12th - Jan 14,12.01.2023,14.01.2023
https://www.hltv.org/events/6968/rog-winter-cup-2022,ROG Winter Cup 2022,2,1350,2,Jan 8,08.01.2023,08.01.2023
https://www.hltv.org/events/6967/1xbet-goat-league-2023,1xBet GOAT League 2023,6,100000,6,Jan 4th - Jan 8,04.01.2023,08.01.2023
https://www.hltv.org/events/6931/esl-challenger-league-season-43-north-america-relegation,ESL Challenger League Season 43 North America Relegation,8,ESL/ESEA circuit spots,8,Dec 16th - Jan 7,16.12.2022,07.01.2023
https://www.hltv.org/events/6969/european-pro-league-winter-holidays-cup-2022,European Pro League Winter Holidays Cup 2022,4,10000,4,Dec 29th - Dec 30,29.12.2022,30.12.2022
https://www.hltv.org/events/6966/fastcup-grand-tour-season-2,FASTCUP Grand Tour Season 2,4+,4750,4+,Dec 25,25.12.2022,25.12.2022
https://www.hltv.org/events/6965/extremesland-festival-2022,eXTREMESLAND Festival 2022,8,21495,8,Dec 24th - Dec 25,24.12.2022,25.12.2022
https://www.hltv.org/events/6959/born-to-be-brave-2022-navi-united24-charity-event,Born To Be Brave 2022 - NAVI United24 Charity Event,4,Charity,4,Dec 22,22.12.2022,22.12.2022
https://www.hltv.org/events/6919/esl-challenger-league-season-43-europe-relegation,ESL Challenger League Season 43 Europe Relegation,16,ESL/ESEA circuit spots,16,Dec 16th - Dec 19,16.12.2022,19.12.2022
https://www.hltv.org/events/6846/esl-challenger-league-season-43-europe,ESL Challenger League Season 43 Europe,24,50000,24,Oct 25th - Dec 19,25.10.2022,19.12.2022
https://www.hltv.org/events/6955/fight-club-belarus-season-3,Fight Club Belarus Season 3,2+,1397,2+,Dec 18,18.12.2022,18.12.2022
https://www.hltv.org/events/6954/esea-autumn-2022-cash-cup-7-europe,ESEA Autumn 2022 Cash Cup 7 Europe,2+,4000,2+,Dec 18,18.12.2022,18.12.2022
https://www.hltv.org/events/6953/esl-impact-katowice-2023-north-america-closed-qualifier,ESL Impact Katowice 2023 North America Closed Qualifier,2,ESL Impact Katowice '23 spot,2,Dec 18,18.12.2022,18.12.2022
https://www.hltv.org/events/6952/esl-impact-katowice-2023-south-america-closed-qualifier,ESL Impact Katowice 2023 South America Closed Qualifier,2,ESL Impact Katowice '23 spot,2,Dec 18,18.12.2022,18.12.2022
https://www.hltv.org/events/6951/esea-autumn-2022-cash-cup-7-north-america,ESEA Autumn 2022 Cash Cup 7 North America,4+,15000,4+,Dec 18,18.12.2022,18.12.2022
https://www.hltv.org/events/6950/esl-impact-katowice-2023-europe-open-qualifier-2,ESL Impact Katowice 2023 Europe Open Qualifier 2,4+,ESL Impact Katowice '23 spot,4+,Dec 18,18.12.2022,18.12.2022
https://www.hltv.org/events/6948/brisvegas-summer-2022,BrisVegas Summer 2022,2+,2691,2+,Dec 18,18.12.2022,18.12.2022
https://www.hltv.org/events/6917/esl-meisterschaft-autumn-2022-finals,ESL Meisterschaft Autumn 2022 Finals,3,12518,3,Dec 18,18.12.2022,18.12.2022
https://www.hltv.org/events/6949/ukic-beyond-winter-invitational-2022,UKIC Beyond Winter Invitational 2022,8,2454,8,Dec 17th - Dec 18,17.12.2022,18.12.2022
https://www.hltv.org/events/6947/winline-insight-season-2,Winline Insight Season 2,6,16432,6,Dec 15th - Dec 18,15.12.2022,18.12.2022
https://www.hltv.org/events/6944/cct-south-europe-series-2-closed-qualifier,CCT South Europe Series 2 Closed Qualifier,16,4 spots in South EU Series 2,16,Dec 14th - Dec 18,14.12.2022,18.12.2022
https://www.hltv.org/events/6349/blast-premier-world-final-2022,BLAST Premier World Final 2022,8,1000000,8,Dec 14th - Dec 18,14.12.2022,18.12.2022
https://www.hltv.org/events/6932/esl-challenger-league-season-43-asia-pacific,ESL Challenger League Season 43 Asia-Pacific,8+,20000,8+,Dec 13th - Dec 18,13.12.2022,18.12.2022
https://www.hltv.org/events/6935/esport-tour-2022-series-4,Esport Tour 2022 Series 4,8+,4660,8+,Dec 9th - Dec 18,09.12.2022,18.12.2022
https://www.hltv.org/events/6909/cct-central-europe-series-4,CCT Central Europe Series 4,24,50000,24,Dec 3rd - Dec 18,03.12.2022,18.12.2022
https://www.hltv.org/events/6894/fragleague-season-9,Fragleague Season 9,6+,16718,6+,Nov 20th - Dec 18,20.11.2022,18.12.2022
https://www.hltv.org/events/6850/esl-challenger-league-season-43-north-america,ESL Challenger League Season 43 North America,16,50000,16,Oct 25th - Dec 18,25.10.2022,18.12.2022
https://www.hltv.org/events/6943/power-ligaen-season-21-finals,POWER Ligaen Season 21 Finals,2,10620,2,Dec 17,17.12.2022,17.12.2022
https://www.hltv.org/events/6946/esl-impact-katowice-2023-europe-open-qualifier-1,ESL Impact Katowice 2023 Europe Open Qualifier 1,4+,ESL Impact Katowice '23 spot,4+,Dec 15,15.12.2022,15.12.2022
https://www.hltv.org/events/6930/esea-advanced-season-43-north-america,ESEA Advanced Season 43 North America,12+,20300,12+,Dec 8th - Dec 15,08.12.2022,15.12.2022
https://www.hltv.org/events/6920/esea-advanced-season-43-europe,ESEA Advanced Season 43 Europe,32+,20300,32+,Dec 6th - Dec 15,06.12.2022,15.12.2022
https://www.hltv.org/events/6942/power-ligaen-season-21,POWER Ligaen Season 21,6+,2 spots at LAN Finals,6+,Dec 13,13.12.2022,13.12.2022
https://www.hltv.org/events/6941/gamers-club-women-masters-vi,Gamers Club Women Masters VI,2+,8400,2+,Dec 11,11.12.2022,11.12.2022
https://www.hltv.org/events/6940/esea-autumn-2022-cash-cup-6-europe,ESEA Autumn 2022 Cash Cup 6 Europe,4+,4000,4+,Dec 11,11.12.2022,11.12.2022
https://www.hltv.org/events/6939/esea-autumn-2022-cash-cup-6-north-america,ESEA Autumn 2022 Cash Cup 6 North America,8+,15000,8+,Dec 10th - Dec 11,10.12.2022,11.12.2022
https://www.hltv.org/events/6937/whitebit-community-clash-by-faceit-2022-finals,WhiteBIT Community Clash by FACEIT 2022 Finals,4,175000,4,Dec 10th - Dec 11,10.12.2022,11.12.2022
https://www.hltv.org/events/6936/fragster-league-season-3,Fragster League Season 3,4+,10500,4+,Dec 9th - Dec 11,09.12.2022,11.12.2022
https://www.hltv.org/events/6934/esl-brazil-premier-league-season-13,ESL Brazil Premier League Season 13,7,1900,7,Dec 7th - Dec 11,07.12.2022,11.12.2022
https://www.hltv.org/events/6925/iesf-world-championship-2022,IESF World Championship 2022,8,100000,8,Dec 7th - Dec 11,07.12.2022,11.12.2022
https://www.hltv.org/events/6899/finnish-esports-league-season-10,Finnish Esports League Season 10,6+,5184,6+,Nov 30th - Dec 11,30.11.2022,11.12.2022
https://www.hltv.org/events/6910/esl-polish-championship-autumn-2022,ESL Polish Championship Autumn 2022,6+,22147,6+,Nov 27th - Dec 11,27.11.2022,11.12.2022
https://www.hltv.org/events/6907/cct-north-america-series-2,CCT North America Series 2,24,25000,24,Nov 25th - Dec 11,25.11.2022,11.12.2022
https://www.hltv.org/events/6938/skolkampen-by-hallon-fall-2022-finals,Skolkampen by hallon Fall 2022 Finals,4,4700,4,Dec 10,10.12.2022,10.12.2022
https://www.hltv.org/events/6881/esl-masters-spain-season-12-finals,ESL Masters Spain Season 12 Finals,2,9000,2,Dec 10,10.12.2022,10.12.2022
https://www.hltv.org/events/6933/iesf-women-world-championship-2022,IESF Women World Championship 2022,2+,35000,2+,Dec 9,09.12.2022,09.12.2022
https://www.hltv.org/events/6897/liga-gamers-club-2022-serie-a-november-cup,Liga Gamers Club 2022 Serie A November Cup,4+,1850,4+,Nov 28th - Dec 8,28.11.2022,08.12.2022
https://www.hltv.org/events/6904/cct-south-america-series-3,CCT South America Series 3,24,25000,24,Nov 24th - Dec 7,24.11.2022,07.12.2022
https://www.hltv.org/events/6885/cct-north-europe-series-2,CCT North Europe Series 2,24,50000,24,Nov 24th - Dec 7,24.11.2022,07.12.2022
https://www.hltv.org/events/6928/iesf-world-championship-2022-play-in,IESF World Championship 2022 Play-in,16+,3 spots at IESF WC '22,16+,Dec 4th - Dec 5,04.12.2022,05.12.2022
https://www.hltv.org/events/6929/esea-autumn-2022-cash-cup-5-north-america,ESEA Autumn 2022 Cash Cup 5 North America,4+,15000,4+,Dec 3rd - Dec 4,03.12.2022,04.12.2022
https://www.hltv.org/events/6911/energive-cup-2022,Energive Cup 2022,8,10500,8,Dec 3rd - Dec 4,03.12.2022,04.12.2022
https://www.hltv.org/events/6902/master-league-portugal-x-finals,Master League Portugal X Finals,4,11811,4,Dec 3rd - Dec 4,03.12.2022,04.12.2022
https://www.hltv.org/events/6924/pari-after-rio-lan-2022,PARI After Rio LAN 2022,8,10000,8,Dec 1st - Dec 4,01.12.2022,04.12.2022
https://www.hltv.org/events/6916/epic-gocl-season-2,Epic GOCL Season 2,8,50000,8,Nov 28th - Dec 4,28.11.2022,04.12.2022
https://www.hltv.org/events/6903/esl-premiership-autumn-2022,ESL Premiership Autumn 2022,6+,14725,6+,Nov 28th - Dec 4,28.11.2022,04.12.2022
https://www.hltv.org/events/6761/esl-australia-nz-championship-season-15,ESL Australia & NZ Championship Season 15,16,13775,16,Sep 12th - Dec 4,12.09.2022,04.12.2022
https://www.hltv.org/events/6927/road-to-astralis-nexus-3,Road to Astralis Nexus 3,2+,2267,2+,Dec 3,03.12.2022,03.12.2022
https://www.hltv.org/events/6918/esl-turkey-championship-season-11,ESL Turkey Championship Season 11,4+,5379,4+,Dec 2nd - Dec 3,02.12.2022,03.12.2022
https://www.hltv.org/events/6915/cbcs-invitational-2022,CBCS Invitational 2022,4,20000,4,Dec 2nd - Dec 3,02.12.2022,03.12.2022
https://www.hltv.org/events/6890/esl-national-championship-switzerland-autumn-2022,ESL National Championship Switzerland Autumn 2022,4+,"10,648",4+,Nov 21st - Dec 3,21.11.2022,03.12.2022
https://www.hltv.org/events/6883/polish-esport-league-autumn-2022-finals,Polish Esport League Autumn 2022 Finals,6,39788,6,Nov 17th - Dec 3,17.11.2022,03.12.2022
https://www.hltv.org/events/6914/cbcs-finals-2022,CBCS Finals 2022,4,20000,4,Dec 1st - Dec 2,01.12.2022,02.12.2022
https://www.hltv.org/events/6765/cyberpark-cup-2022,Cyberpark Cup 2022,8+,16687,8+,Sep 1st - Dec 2,01.09.2022,02.12.2022
https://www.hltv.org/events/6908/cct-central-europe-series-4-closed-qualifier,CCT Central Europe Series 4 Closed Qualifier,16,4 spots in Central EU Series 4,16,Nov 26th - Nov 30,26.11.2022,30.11.2022
https://www.hltv.org/events/6901/scl-season-7,SCL Season 7,4+,5189,4+,Nov 24th - Nov 28,24.11.2022,28.11.2022
https://www.hltv.org/events/6913/esl-impact-autumn-2022-cash-cup-4-europe,ESL Impact Autumn 2022 Cash Cup 4 Europe,2+,1000,2+,Nov 27,27.11.2022,27.11.2022
https://www.hltv.org/events/6912/esea-autumn-2022-cash-cup-4-north-america,ESEA Autumn 2022 Cash Cup 4 North America,8+,15000,8+,Nov 26th - Nov 27,26.11.2022,27.11.2022
https://www.hltv.org/events/6889/omen-wgr-retake-season-5,OMEN WGR Retake Season 5,4,13803,4,Nov 26th - Nov 27,26.11.2022,27.11.2022
https://www.hltv.org/events/6905/esl-meisterschaft-autumn-2022,ESL Meisterschaft Autumn 2022,8+,3 spots at LAN Finals,8+,Nov 25th - Nov 27,25.11.2022,27.11.2022
https://www.hltv.org/events/6898/res-adriatic-league-2022,RES Adriatic League 2022,6+,2193,6+,Nov 25th - Nov 27,25.11.2022,27.11.2022
https://www.hltv.org/events/6784/esl-impact-league-season-2-finals,ESL Impact League Season 2 Finals,8,123000,8,Nov 25th - Nov 27,25.11.2022,27.11.2022
https://www.hltv.org/events/6348/blast-premier-fall-final-2022,BLAST Premier Fall Final 2022,8,425000,8,Nov 23rd - Nov 27,23.11.2022,27.11.2022
https://www.hltv.org/events/6895/1xbet-frag-season-10,1xBet FRAG Season 10,8,5000,8,Nov 22nd - Nov 27,22.11.2022,27.11.2022
https://www.hltv.org/events/6900/svenska-elitserien-fall-2022-finals,Svenska Elitserien Fall 2022 Finals,4,21677,4,Nov 25th - Nov 26,25.11.2022,26.11.2022
https://www.hltv.org/events/6906/polish-esport-league-autumn-2022-challenger-division,Polish Esport League Autumn 2022 Challenger Division,2+,1550,2+,Nov 25,25.11.2022,25.11.2022
https://www.hltv.org/events/6880/esl-masters-spain-season-12,ESL Masters Spain Season 12,4+,LAN Final spots,4+,Nov 24th - Nov 25,24.11.2022,25.11.2022
https://www.hltv.org/events/6888/sazka-ecup-fall-2022,Sazka eCUP Fall 2022,8+,9830,8+,Nov 22nd - Nov 24,22.11.2022,24.11.2022
https://www.hltv.org/events/6896/nordic-masters-spring-2023-iceland-qualifier,Nordic Masters Spring 2023 Iceland Qualifier,2+,Nordic Masters Spring spot,2+,Nov 22,22.11.2022,22.11.2022
https://www.hltv.org/events/6884/cct-north-europe-series-2-closed-qualifier,CCT North Europe Series 2 Closed Qualifier,16,4 spots in North EU Series 2,16,Nov 17th - Nov 21,17.11.2022,21.11.2022
https://www.hltv.org/events/6892/la-coupe-3-paris-2022,La Coupe 3 Paris 2022,4+,3500,4+,Nov 20,20.11.2022,20.11.2022
https://www.hltv.org/events/6891/red-bull-flick-2vs2-copenhagen-invitational-2022,Red Bull Flick 2vs2 Copenhagen Invitational 2022,10+,51791,10+,Nov 20,20.11.2022,20.11.2022
https://www.hltv.org/events/6858/elisa-open-finland-season-3-finals,Elisa Open Finland Season 3 Finals,2,7000,2,Nov 20,20.11.2022,20.11.2022
https://www.hltv.org/events/6621/elisa-masters-espoo-2022,Elisa Masters Espoo 2022,12,200000,12,Nov 16th - Nov 20,16.11.2022,20.11.2022
https://www.hltv.org/events/6879/european-development-championship-6,European Development Championship 6,24,45000,24,Nov 6th - Nov 20,06.11.2022,20.11.2022
https://www.hltv.org/events/6875/kayzr-league-fall-2022,Kayzr League Fall 2022,6+,3977,6+,Nov 1st - Nov 20,01.11.2022,20.11.2022
https://www.hltv.org/events/6839/weplay-academy-league-season-6,WePlay Academy League Season 6,14,100000,14,Oct 10th - Nov 20,10.10.2022,20.11.2022
https://www.hltv.org/events/6887/t-esports-championship-zagreb-2022-finals,T-Esports Championship Zagreb 2022 Finals,2,10362,2,Nov 19,19.11.2022,19.11.2022
https://www.hltv.org/events/6893/liga-gamers-club-2022-serie-s-cup,Liga Gamers Club 2022 Serie S Cup,4+,3000,4+,Nov 18th - Nov 19,18.11.2022,19.11.2022
https://www.hltv.org/events/6886/scottish-esports-league-5-finals,Scottish Esports League 5 Finals,2,3110,2,Nov 18,18.11.2022,18.11.2022
https://www.hltv.org/events/6842/cct-central-europe-series-3,CCT Central Europe Series 3,24,50000,24,Oct 20th - Nov 18,20.10.2022,18.11.2022
https://www.hltv.org/events/6882/a1-adria-league-season-10-finals,A1 Adria League Season 10 Finals,2,4018,2,Nov 13,13.11.2022,13.11.2022
https://www.hltv.org/events/6586/iem-rio-major-2022,IEM Rio Major 2022,16,1250000,16,Nov 5th - Nov 13,05.11.2022,13.11.2022
https://www.hltv.org/events/6878/telia-league-fall-2022-finals,Telia League Fall 2022 Finals,4,16184,4,Nov 11th - Nov 12,11.11.2022,12.11.2022
https://www.hltv.org/events/6877/numberone-season-3-finals,NumberOne Season 3 Finals,4,8820,4,Nov 6,06.11.2022,06.11.2022
https://www.hltv.org/events/6876/tipsport-czech-championship-2022,Tipsport Czech Championship 2022,6+,77200,6+,Nov 4th - Nov 6,04.11.2022,06.11.2022
https://www.hltv.org/events/6860/mistgames-heroes-of-tomorrow-fall-2022,MistGames Heroes of Tomorrow Fall 2022,8,7516,8,Oct 31st - Nov 6,31.10.2022,06.11.2022
https://www.hltv.org/events/6588/iem-rio-major-2022-challengers-stage,IEM Rio Major 2022 Challengers Stage,16,8 spots in Legends Stage,16,Oct 31st - Nov 3,31.10.2022,03.11.2022
