Link,Name,Teams,Prize,Type,Location,Start Date,End Date
https://www.hltv.org/events/3736/mgame-league-2,M.Game League 2,8,2 spots at LAN Finals,8,May 16th - Jun 20,16.05.2018,20.06.2018
https://www.hltv.org/events/3843/dreamhack-masters-stockholm-2018-gcc-open-qualifier,DreamHack Masters Stockholm 2018 GCC Open Qualifier,8+,1 spot at Asian Closed Qual.,8+,Jun 18th - Jun 19,18.06.2018,19.06.2018
https://www.hltv.org/events/3681/betspawn-cup-nordic-vs-cis,Betspawn Cup: Nordic vs CIS,8,5000,8,Apr 16th - Jun 19,16.04.2018,19.06.2018
https://www.hltv.org/events/3427/dreamhack-open-summer-2018,DreamHack Open Summer 2018,8,100000,8,Jun 16th - Jun 18,16.06.2018,18.06.2018
https://www.hltv.org/events/3714/csgo-asia-championships-2018,CS:GO Asia Championships 2018,8,300000,8,Jun 14th - Jun 18,14.06.2018,18.06.2018
https://www.hltv.org/events/3822/cgl-professional-season-2,CGL Professional Season 2,3,395,3,Jun 5th - Jun 18,05.06.2018,18.06.2018
https://www.hltv.org/events/3853/zowie-benq-goexanimo-csgo-5x5-11,Zowie BenQ GOEXANIMO CS:GO 5x5 #11,4+,870,4+,Jun 17,17.06.2018,17.06.2018
https://www.hltv.org/events/3793/europe-minor-open-qualifier-4-faceit-major-2018,Europe Minor Open Qualifier 4 - FACEIT Major 2018,16+,2 spots in the closed qualifier,16+,Jun 17,17.06.2018,17.06.2018
https://www.hltv.org/events/3847/iem-shanghai-2018-asia-open-qualifier,IEM Shanghai 2018 Asia Open Qualifier,4+,2 spot at Asia Closed Qual.,4+,Jun 17,17.06.2018,17.06.2018
https://www.hltv.org/events/3848/iem-shanghai-2018-china-open-qualifier,IEM Shanghai 2018 China Open Qualifier,4+,2 spot at China Closed Qual.,4+,Jun 16th - Jun 17,16.06.2018,17.06.2018
https://www.hltv.org/events/3854/americas-minor-north-america-open-qualifier-4-faceit-major-2018,Americas Minor North America Open Qualifier 4 - FACEIT Major 2018,8+,2 spots in Closed Qualifier,8+,Jun 16th - Jun 17,16.06.2018,17.06.2018
https://www.hltv.org/events/3810/good-game-league-2018,Good Game League 2018,12,27550,12,Jun 16th - Jun 17,16.06.2018,17.06.2018
https://www.hltv.org/events/3493/esl-australia-nz-championship-season-6-finals,ESL Australia & NZ Championship Season 6 Finals,8,15200,8,Jun 15th - Jun 17,15.06.2018,17.06.2018
https://www.hltv.org/events/3649/esl-one-belo-horizonte-2018,ESL One Belo Horizonte 2018,8,200000,8,Jun 13th - Jun 17,13.06.2018,17.06.2018
https://www.hltv.org/events/1040/showmatch-cs,Showmatch CS,-,-,-,Dec 27th - Jun 17,27.12.2012,17.06.2018
https://www.hltv.org/events/3850/superliga-final-four,Superliga Final Four,4,5812,4,Jun 16,16.06.2018,16.06.2018
https://www.hltv.org/events/3682/king-of-nordic-season-11,King of Nordic Season 11,4,5800,4,Apr 13th - Jun 15,13.04.2018,15.06.2018
https://www.hltv.org/events/3792/europe-minor-open-qualifier-3-faceit-major-2018,Europe Minor Open Qualifier 3 - FACEIT Major 2018,16+,2 spots in the closed qualifier,16+,Jun 12th - Jun 13,12.06.2018,13.06.2018
https://www.hltv.org/events/3841/americas-minor-north-america-open-qualifier-3-faceit-major-2018,Americas Minor North America Open Qualifier 3 - FACEIT Major 2018,8+,2 spots in Closed Qualifier,8+,Jun 11th - Jun 12,11.06.2018,12.06.2018
https://www.hltv.org/events/3721/zotac-cup-masters-2018-north-america-closed-qualifier,ZOTAC Cup Masters 2018 North America Closed Qualifier,16,2 spots at Regional Finals,16,Jun 9th - Jun 10,09.06.2018,10.06.2018
https://www.hltv.org/events/3698/moche-xl-esports,Moche XL Esports,6,50000,6,Jun 9th - Jun 10,09.06.2018,10.06.2018
https://www.hltv.org/events/3460/ecs-season-5-finals,ECS Season 5 Finals,8,660000,8,Jun 8th - Jun 10,08.06.2018,10.06.2018
https://www.hltv.org/events/3755/streamme-gauntlet-cis-vs-eu-21,Stream.me Gauntlet: CIS vs EU #21,8,3000,8,May 9th - Jun 10,09.05.2018,10.06.2018
https://www.hltv.org/events/3839/vectorama-lan-2018,Vectorama LAN 2018,2+,2003,2+,Jun 9,09.06.2018,09.06.2018
https://www.hltv.org/events/3838/cbe-2018-europe-open-qualifier-2,CBE 2018 Europe Open Qualifier #2,4+,1178,4+,Jun 9,09.06.2018,09.06.2018
https://www.hltv.org/events/3832/master-league-portugal,Master League Portugal,2,5900,2,Jun 9,09.06.2018,09.06.2018
https://www.hltv.org/events/3785/pmu-challenge-2018,PMU Challenge 2018,8,5960 + 4 spots at LAN finals,8,Jun 9,09.06.2018,09.06.2018
https://www.hltv.org/events/3826/asus-national-cybersport-league,ASUS National Cybersport League,2,Other,2,Jun 9,09.06.2018,09.06.2018
https://www.hltv.org/events/3604/zotac-cup-masters-2018-asia-pacific-regional-finals,ZOTAC Cup Masters 2018 Asia-Pacific Regional Finals,8,20000 + 1 spot at Grand Finals,8,Jun 5th - Jun 9,05.06.2018,09.06.2018
https://www.hltv.org/events/3651/esl-brazil-premier-league-season-5,ESL Brazil Premier League Season 5,8,9100,8,Apr 16th - Jun 9,16.04.2018,09.06.2018
https://www.hltv.org/events/3780/pmu-challenge-2018-pmu-qualifier,PMU Challenge 2018 PMU Qualifier,4,1 spot in PMU Challenge 2018,4,Jun 8,08.06.2018,08.06.2018
https://www.hltv.org/events/3811/aorus-league-2018-season-2-brazil,Aorus League 2018 Season 2 Brazil,8,2 spots at Finals,8,May 29th - Jun 8,29.05.2018,08.06.2018
https://www.hltv.org/events/3821/aoc-cybergamer-premier-league-winter-2018-closed-qualifier,AOC CyberGamer Premier League Winter 2018 Closed Qualifier,6,4 spots to CGPL Winter 2017,6,Jun 4th - Jun 7,04.06.2018,07.06.2018
https://www.hltv.org/events/3763/asia-minor-china-open-qualifier-faceit-major-2018,Asia Minor China Open Qualifier - FACEIT Major 2018,8+,1 spot at Asia Minor,8+,May 19th - Jun 7,19.05.2018,07.06.2018
https://www.hltv.org/events/3823/americas-minor-north-america-open-qualifier-2-faceit-major-2018,Americas Minor North America Open Qualifier 2 - FACEIT Major 2018,8+,2 spots in the closed qualifier,8+,Jun 5th - Jun 6,05.06.2018,06.06.2018
https://www.hltv.org/events/3770/ggbet-majestic-esl-one-cologne-qualifier,GG.BET Majestic - ESL One Cologne Qualifier,4,25000 + spot at ESL One Cologne,4,Jun 5th - Jun 6,05.06.2018,06.06.2018
https://www.hltv.org/events/3791/europe-minor-open-qualifier-2-faceit-major-2018,Europe Minor Open Qualifier 2 - FACEIT Major 2018,16+,2 spots in the closed qualifier,16+,Jun 5th - Jun 6,05.06.2018,06.06.2018
https://www.hltv.org/events/3818/saudicom-ramadan,SaudiCom Ramadan,8,1500,8,Jun 3rd - Jun 6,03.06.2018,06.06.2018
https://www.hltv.org/events/3801/aorus-league-2018-season-2-latam-south,Aorus League 2018 Season 2 LatAm South,8,1500,8,May 21st - Jun 4,21.05.2018,04.06.2018
https://www.hltv.org/events/3585/x-betco-invitational-2,X-BET.co Invitational 2,16,10000,16,Mar 4th - Jun 4,04.03.2018,04.06.2018
https://www.hltv.org/events/3817/dreamhack-open-valencia-2018-iberia-qualifier,DreamHack Open Valencia 2018 Iberia Qualifier,2+,1 spot at DH Open Valencia,2+,Jun 3,03.06.2018,03.06.2018
https://www.hltv.org/events/3816/americas-minor-north-america-open-qualifier-1-faceit-major-2018,Americas Minor North America Open Qualifier 1 - FACEIT Major 2018,8+,2 spots in the closed qualifier,8+,Jun 3,03.06.2018,03.06.2018
https://www.hltv.org/events/3790/europe-minor-open-qualifier-1-faceit-major-2018,Europe Minor Open Qualifier 1 - FACEIT Major 2018,16+,2 spots in the closed qualifier,16+,Jun 3,03.06.2018,03.06.2018
https://www.hltv.org/events/3779/pmu-challenge-2018-europe-qualifier,PMU Challenge 2018 Europe Qualifier,4,1 spot in PMU Challenge 2018,4,Jun 3,03.06.2018,03.06.2018
https://www.hltv.org/events/3729/cis-minor-closed-qualifier-faceit-major-2018,CIS Minor Closed Qualifier - FACEIT Major 2018,16,8 spots at CIS Minor,16,Jun 1st - Jun 3,01.06.2018,03.06.2018
https://www.hltv.org/events/3426/dreamhack-open-austin-2018,DreamHack Open Austin 2018,8,100000,8,Jun 1st - Jun 3,01.06.2018,03.06.2018
https://www.hltv.org/events/3666/starseries-i-league-season-5,StarSeries i-League Season 5,16,300000,16,May 28th - Jun 3,28.05.2018,03.06.2018
https://www.hltv.org/events/3807/hitpoint-game-access-arena,Hitpoint Game Access Arena,4,3180,4,Jun 2,02.06.2018,02.06.2018
https://www.hltv.org/events/3720/zotac-cup-masters-2018-europe-closed-qualifier,ZOTAC Cup Masters 2018 Europe Closed Qualifier,16,4 spots at Regional Finals,16,May 30th - Jun 1,30.05.2018,01.06.2018
https://www.hltv.org/events/3794/alienware-liga-pro-gamers-club-may-18,Alienware Liga Pro Gamers Club - MAY/18,8,2300,8,May 21st - May 30,21.05.2018,30.05.2018
https://www.hltv.org/events/3809/omen-eurogamer-csgo-challenge,OMEN Eurogamer CS:GO Challenge,4,3497,4,May 27,27.05.2018,27.05.2018
https://www.hltv.org/events/3767/asia-minor-india-pakistan-sea-open-qualifier-faceit-major-2018,"Asia Minor India, Pakistan & SEA Open Qualifier - FACEIT Major 2018",8+,2 spots at Asia Minor,8+,May 27,27.05.2018,27.05.2018
https://www.hltv.org/events/3806/kayzr-league-spring-2018-finals,Kayzr League Spring 2018 Finals,4,4690,4,May 27,27.05.2018,27.05.2018
https://www.hltv.org/events/3804/961gamers-csgo-championship-1,961Gamers CS:GO Championship #1,4,3333,4,May 27,27.05.2018,27.05.2018
https://www.hltv.org/events/3789/cis-minor-open-qualifier-4-faceit-major-2018,CIS Minor Open Qualifier #4 - FACEIT Major 2018,8+,2 spots in the closed qualifier,8+,May 27,27.05.2018,27.05.2018
https://www.hltv.org/events/3778/pmu-challenge-2018-france-qualifier,PMU Challenge 2018 France Qualifier,4,1 spot in PMU Challenge 2018,4,May 27,27.05.2018,27.05.2018
https://www.hltv.org/events/3766/asia-minor-oceania-open-qualifier-faceit-major-2018,Asia Minor Oceania Open Qualifier - FACEIT Major 2018,8+,1 spot at Asia Minor,8+,May 26th - May 27,26.05.2018,27.05.2018
https://www.hltv.org/events/3750/americas-minor-south-america-open-qualifier-2-faceit-major-2018,Americas Minor South America Open Qualifier 2 - FACEIT Major 2018,8+,1 spot at Americas Minor,8+,May 26th - May 27,26.05.2018,27.05.2018
https://www.hltv.org/events/3808/hellenic-counter-strike-league-season-2-finals,Hellenic Counter-Strike League: Season 2 Finals,4,2345,4,May 26th - May 27,26.05.2018,27.05.2018
https://www.hltv.org/events/3768/ggbet-majestic-closed-qualifier,GG.BET Majestic Closed Qualifier,20,2 spots at LAN Final,20,May 13th - May 27,13.05.2018,27.05.2018
https://www.hltv.org/events/3800/besl-pro-season-1-finals,BESL Pro Season 1 Finals,4,5541,4,May 26,26.05.2018,26.05.2018
https://www.hltv.org/events/3805/telenor-league-spring-2018,Telenor League Spring 2018,4,8420,4,May 25th - May 26,25.05.2018,26.05.2018
https://www.hltv.org/events/3706/esl-one-cologne-2018-europe-closed-qualifier,ESL One Cologne 2018 Europe Closed Qualifier,8,2 spots at ESL One Cologne,8,May 25th - May 26,25.05.2018,26.05.2018
https://www.hltv.org/events/3708/esl-one-cologne-2018-north-america-closed-qualifier,ESL One Cologne 2018 North America Closed Qualifier,4,1 spot at ESL One Cologne,4,May 24th - May 25,24.05.2018,25.05.2018
https://www.hltv.org/events/3710/esl-one-cologne-2018-asia-closed-qualifier,ESL One Cologne 2018 Asia Closed Qualifier,8,1 spot at ESL One Cologne,8,May 9th - May 25,09.05.2018,25.05.2018
https://www.hltv.org/events/3711/adrenaline-cyber-league-2018,Adrenaline Cyber League 2018,4,100000,4,May 23rd - May 24,23.05.2018,24.05.2018
https://www.hltv.org/events/3788/cis-minor-open-qualifier-3-faceit-major-2018,CIS Minor Open Qualifier #3 - FACEIT Major 2018,8+,2 spots in the closed qualifier,8+,May 22nd - May 23,22.05.2018,23.05.2018
https://www.hltv.org/events/3425/dreamhack-open-tours-2018,DreamHack Open Tours 2018,8,100000,8,May 19th - May 21,19.05.2018,21.05.2018
https://www.hltv.org/events/3798/sp-gaming-tournament-5,SP Gaming Tournament #5,2,1000,2,May 20,20.05.2018,20.05.2018
https://www.hltv.org/events/3797/moche-xl-esports-iberia-qualifier,Moche XL Esports Iberia Qualifier,2+,1 spot in Moche XL Esports,2+,May 20,20.05.2018,20.05.2018
https://www.hltv.org/events/3796/saint-petersburg-impulse-csgo-championship,Saint Petersburg Impulse CS:GO Championship,4+,4837,4+,May 20,20.05.2018,20.05.2018
https://www.hltv.org/events/3787/cis-minor-open-qualifier-2-faceit-major-2018,CIS Minor Open Qualifier #2 - FACEIT Major 2018,8+,2 spots in the closed qualifier,8+,May 20,20.05.2018,20.05.2018
https://www.hltv.org/events/3777/pmu-challenge-2018-flickshot-qualifier,PMU Challenge 2018 Flickshot Qualifier,4,1 spot in PMU Challenge 2018,4,May 20,20.05.2018,20.05.2018
https://www.hltv.org/events/3764/asia-minor-east-asia-open-qualifier-faceit-major-2018,Asia Minor East Asia Open Qualifier - FACEIT Major 2018,8+,1 spot at Asia Minor,8+,May 19th - May 20,19.05.2018,20.05.2018
https://www.hltv.org/events/3749/americas-minor-south-america-open-qualifier-1-faceit-major-2018,Americas Minor South America Open Qualifier 1 - FACEIT Major 2018,8+,1 spot at Americas Minor,8+,May 19th - May 20,19.05.2018,20.05.2018
https://www.hltv.org/events/3765/asia-minor-middle-east-south-asia-open-qualifier-faceit-major-2018,Asia Minor Middle East & South Asia Open Qualifier - FACEIT Major 2018,8+,1 spot at Asia Minor,8+,May 19th - May 20,19.05.2018,20.05.2018
https://www.hltv.org/events/3373/esl-pro-league-season-7-finals,ESL Pro League Season 7 Finals,16,750000,16,May 15th - May 20,15.05.2018,20.05.2018
https://www.hltv.org/events/3641/gamdom-premier,Gamdom Premier,10,50000,10,Apr 21st - May 20,21.04.2018,20.05.2018
https://www.hltv.org/events/3676/esportsbettingcom-launch-invitational,esportsbetting.com Launch Invitational,8,10000,8,Apr 18th - May 20,18.04.2018,20.05.2018
https://www.hltv.org/events/3632/gfinity-winter-series-2018-north-america,Gfinity Winter Series 2018 North America,16,15000,16,Mar 19th - May 20,19.03.2018,20.05.2018
https://www.hltv.org/events/3754/aorus-league-invitational,Aorus League Invitational,8,1500,8,May 14th - May 18,14.05.2018,18.05.2018
https://www.hltv.org/events/3757/csgo-asia-championships-2018-china-qualifier,CS:GO Asia Championships 2018 China Qualifier,16,2 spots at CS:GO Asia Championships 2018,16,May 14th - May 17,14.05.2018,17.05.2018
https://www.hltv.org/events/3784/cis-minor-open-qualifier-1-faceit-major-2018,CIS Minor Open Qualifier #1 - FACEIT Major 2018,8+,2 spots in the closed qualifier,8+,May 15th - May 16,15.05.2018,16.05.2018
https://www.hltv.org/events/3492/esl-australia-nz-championship-season-6,ESL Australia & NZ Championship Season 6,16,8 spots at LAN Finals,16,Mar 7th - May 16,07.03.2018,16.05.2018
https://www.hltv.org/events/3712/adrenaline-cyber-league-2018-qualifier,Adrenaline Cyber League 2018 Qualifier,8,1 spot at Adrenaline Cyber League,8,May 7th - May 15,07.05.2018,15.05.2018
https://www.hltv.org/events/3672/fusionbet-masters,Fusion.bet Masters,8,10000,8,Apr 13th - May 15,13.04.2018,15.05.2018
https://www.hltv.org/events/3733/ggbet-ascenso,GG.BET Ascensão,10,20000,10,Apr 30th - May 14,30.04.2018,14.05.2018
https://www.hltv.org/events/3570/esea-main-season-27-europe,ESEA Main Season 27 Europe,16,10000,16,Apr 2nd - May 14,02.04.2018,14.05.2018
https://www.hltv.org/events/3775/mgame-league-2-closed-qualifier,M.Game League 2 Closed Qualifier,4+,1 spot in M.Game League 2,4+,May 13,13.05.2018,13.05.2018
https://www.hltv.org/events/3774/pmu-challenge-2018-connectesport-qualifier,PMU Challenge 2018 Connectesport Qualifier,4,1 spot in PMU Challenge 2018,4,May 13,13.05.2018,13.05.2018
https://www.hltv.org/events/3756/fpsthailand-pro-league-season-4-finals,FPSThailand Pro League Season 4 Finals,6,14188,6,May 12th - May 13,12.05.2018,13.05.2018
https://www.hltv.org/events/3741/esl-polish-championship-spring-2018-finals,ESL Polish Championship Spring 2018 Finals,4,16800,4,May 12th - May 13,12.05.2018,13.05.2018
https://www.hltv.org/events/3656/esea-season-27-mdl-global-challenge,ESEA Season 27 MDL Global Challenge,8,50000,8,May 11th - May 13,11.05.2018,13.05.2018
https://www.hltv.org/events/3702/starseries-i-league-season-5-asian-qualifier,StarSeries i-League Season 5 Asian Qualifier,16,2 spots at SL i League Season 5,16,May 2nd - May 13,02.05.2018,13.05.2018
https://www.hltv.org/events/3762/birdie-king-of-nordic-2018,Birdie King of Nordic 2018,4+,11048,4+,May 12,12.05.2018,12.05.2018
https://www.hltv.org/events/3769/cbe-national-tour-hillerd,CBE National Tour Hillerød,16,2392 + 2 spots at CBE 2018 BYOC,16,May 11th - May 12,11.05.2018,12.05.2018
https://www.hltv.org/events/3602/ecs-season-5-north-america,ECS Season 5 North America,10,45000 + 4 Finals spots,10,Mar 13th - May 12,13.03.2018,12.05.2018
https://www.hltv.org/events/3601/ecs-season-5-europe,ECS Season 5 Europe,10,45000 + 4 Finals spots,10,Mar 13th - May 12,13.03.2018,12.05.2018
https://www.hltv.org/events/3679/esl-pro-league-season-7-north-america-relegation,ESL Pro League Season 7 North America Relegation,4,2 spots in EPL S8,4,May 9th - May 10,09.05.2018,10.05.2018
https://www.hltv.org/events/3677/esl-pro-league-season-7-europe-relegation,ESL Pro League Season 7 Europe Relegation,4,2 spots in EPL S8,4,May 9th - May 10,09.05.2018,10.05.2018
https://www.hltv.org/events/3658/esea-mdl-season-27-north-america-finals,ESEA MDL Season 27 North America Finals,2,1 spot in ESL Pro League,2,May 9,09.05.2018,09.05.2018
https://www.hltv.org/events/3657/esea-mdl-season-27-europe-finals,ESEA MDL Season 27 Europe Finals,2,1 spot in ESL Pro League,2,May 9,09.05.2018,09.05.2018
https://www.hltv.org/events/3675/esl-one-belo-horizonte-south-america-closed-qualifier,ESL One Belo Horizonte South America Closed Qualifier,8,1 spot at ESL One Belo Horizonte,8,Apr 24th - May 9,24.04.2018,09.05.2018
https://www.hltv.org/events/3716/alienware-liga-pro-gamers-club-apr-18,Alienware Liga Pro Gamers Club - APR/18,8,2300,8,Apr 23rd - May 8,23.04.2018,08.05.2018
https://www.hltv.org/events/3695/starseries-i-league-season-5-europe-qualifier,StarSeries i-League Season 5 Europe Qualifier,12,2 spots at StarSeries i-League Season 5,12,Apr 16th - May 7,16.04.2018,07.05.2018
https://www.hltv.org/events/3694/gocase-challenge,GOCASE Challenge,16,10000,16,Apr 16th - May 7,16.04.2018,07.05.2018
https://www.hltv.org/events/3748/zotac-cup-masters-2018-taiwan-open-qualifier,ZOTAC Cup Masters 2018 Taiwan Open Qualifier,2+,1 spot at APAC Regional Finals,2+,May 6,06.05.2018,06.05.2018
https://www.hltv.org/events/3709/esl-one-cologne-2018-asia-open-qualifier,ESL One Cologne 2018 Asia Open Qualifier,4+,2 spots in Closed Qualifier,4+,May 6,06.05.2018,06.05.2018
https://www.hltv.org/events/3746/dreamhack-open-valencia-2018-north-america-closed-qualifier,DreamHack Open Valencia 2018 North America Closed Qualifier,8,1 spot at DH Open Valencia,8,May 6,06.05.2018,06.05.2018
https://www.hltv.org/events/3745/dreamhack-open-valencia-2018-europe-closed-qualifier,DreamHack Open Valencia 2018 Europe Closed Qualifier,8,1 spot at DH Open Valencia,8,May 6,06.05.2018,06.05.2018
https://www.hltv.org/events/3628/esl-latin-america-league-season-1-finals,ESL Latin America League Season 1 Finals,2,6000,2,May 6,06.05.2018,06.05.2018
https://www.hltv.org/events/3752/tampa-lan-fury-2018,Tampa LAN Fury 2018,4,2500,4,May 6,06.05.2018,06.05.2018
https://www.hltv.org/events/3747/esl-womens-sydney-open-finals,ESL Women's Sydney Open Finals,2+,7710,2+,May 5th - May 6,05.05.2018,06.05.2018
https://www.hltv.org/events/3530/iem-sydney-2018,IEM Sydney 2018,16,250000,16,May 1st - May 6,01.05.2018,06.05.2018
https://www.hltv.org/events/3631/gfinity-winter-series-2018-europe,Gfinity Winter Series 2018 Europe,16,15000,16,Mar 18th - May 6,18.03.2018,06.05.2018
https://www.hltv.org/events/3743/dreamhack-open-valencia-2018-europe-open-qualifier,DreamHack Open Valencia 2018 Europe Open Qualifier,8+,4 spots in Closed Qualifier,8+,May 5,05.05.2018,05.05.2018
https://www.hltv.org/events/3740/esl-polish-championship-spring-2018,ESL Polish Championship Spring 2018,2,2 spots at the offline finals,2,May 5,05.05.2018,05.05.2018
https://www.hltv.org/events/3744/dreamhack-open-valencia-2018-north-america-open-qualifier,DreamHack Open Valencia 2018 North America Open Qualifier,8+,4 spots in Closed Qualifier,8+,May 4th - May 5,04.05.2018,05.05.2018
https://www.hltv.org/events/3696/starseries-i-league-season-5-cis-qualifier,StarSeries i-League Season 5 CIS Qualifier,12,1 spot at StarSeries i-League Season 5,12,Apr 20th - May 5,20.04.2018,05.05.2018
https://www.hltv.org/events/3643/streamme-gauntlet-cis-vs-eu-20,Stream.me Gauntlet: CIS vs EU #20,8,3000,8,Mar 26th - May 4,26.03.2018,04.05.2018
https://www.hltv.org/events/3707/esl-one-cologne-2018-north-america-open-qualifier,ESL One Cologne 2018 North America Open Qualifier,8+,2 spots in Closed Qualifier,8+,May 2nd - May 3,02.05.2018,03.05.2018
https://www.hltv.org/events/3705/esl-one-cologne-2018-europe-open-qualifier,ESL One Cologne 2018 Europe Open Qualifier,16+,2 spots in Closed Qualifier,16+,May 2nd - May 3,02.05.2018,03.05.2018
https://www.hltv.org/events/3299/wca-2017-finals,WCA 2017 Finals,6,63162,6,Apr 29th - Apr 30,29.04.2018,30.04.2018
https://www.hltv.org/events/3738/zotac-cup-masters-2018-south-asia-open-qualifier-1,ZOTAC Cup Masters 2018 South Asia Open Qualifier #1,2+,1 spot at APAC Regional Finals,2+,Apr 29,29.04.2018,29.04.2018
https://www.hltv.org/events/3727/dreamhack-open-summer-2018-north-america-closed-qualifier,DreamHack Open Summer 2018 North America Closed Qualifier,8,1 spot at DH Summer,8,Apr 29,29.04.2018,29.04.2018
https://www.hltv.org/events/3726/dreamhack-open-summer-2018-europe-closed-qualifier,DreamHack Open Summer 2018 Europe Closed Qualifier,8,1 spot at DH Summer,8,Apr 29,29.04.2018,29.04.2018
https://www.hltv.org/events/3737/winstrike-open-cup,Winstrike Open Cup,8,3225,8,Apr 29,29.04.2018,29.04.2018
https://www.hltv.org/events/3728/zotac-cup-masters-2018-south-america-open-qualifier,ZOTAC Cup Masters 2018 South America Open Qualifier,8,2 spots at Regional Finals,8,Apr 28th - Apr 29,28.04.2018,29.04.2018
https://www.hltv.org/events/3731/adria-masters-season-2-road-to-login,Adria Masters Season 2 - Road to LOGIN,6,5000,6,Apr 28th - Apr 29,28.04.2018,29.04.2018
https://www.hltv.org/events/3735/playfair-2018,PlayFair 2018,4,3036,4,Apr 28,28.04.2018,28.04.2018
https://www.hltv.org/events/3725/dreamhack-open-summer-2018-north-america-open-qualifier,DreamHack Open Summer 2018 North America Open Qualifier,8+,4 spots in Closed Qualifier,8+,Apr 27th - Apr 28,27.04.2018,28.04.2018
https://www.hltv.org/events/3724/dreamhack-open-summer-2018-europe-open-qualifier,DreamHack Open Summer 2018 Europe Open Qualifier,8+,4 spots in Closed Qualifier,8+,Apr 27th - Apr 28,27.04.2018,28.04.2018
https://www.hltv.org/events/3722/arab-esports-aldawry-csgo,Arab eSports ALDAWRY CSGO,4,4000,4,Apr 25th - Apr 28,25.04.2018,28.04.2018
https://www.hltv.org/events/3626/esl-latin-america-league-season-1,ESL Latin America League Season 1,8,9000,8,Apr 7th - Apr 28,07.04.2018,28.04.2018
https://www.hltv.org/events/3723/pregame-masters-1,PreGame Masters #1,8+,2500,8+,Apr 25th - Apr 26,25.04.2018,26.04.2018
https://www.hltv.org/events/3577/qi-invitational,Qi Invitational,8,75000,8,Apr 24th - Apr 26,24.04.2018,26.04.2018
https://www.hltv.org/events/3697/starseries-i-league-season-5-north-america-qualifier,StarSeries i-League Season 5 North America Qualifier,12,1 spot at StarSeries i-League Season 5,12,Apr 16th - Apr 26,16.04.2018,26.04.2018
https://www.hltv.org/events/3362/esl-pro-league-season-7-north-america,ESL Pro League Season 7 North America,12,Other,12,Feb 13th - Apr 26,13.02.2018,26.04.2018
https://www.hltv.org/events/3361/esl-pro-league-season-7-europe,ESL Pro League Season 7 Europe,14,105000,14,Feb 13th - Apr 26,13.02.2018,26.04.2018
https://www.hltv.org/events/3599/forcedropnet-cup-1,ForceDrop.net Cup 1,16,10000,16,Mar 6th - Apr 23,06.03.2018,23.04.2018
https://www.hltv.org/events/3719/zotac-cup-masters-2018-south-asia-open-qualifier-2,ZOTAC Cup Masters 2018 South Asia Open Qualifier #2,2+,1 spot at Asia Regional Finals,2+,Apr 22,22.04.2018,22.04.2018
https://www.hltv.org/events/3717/99damage-league-season-8,99Damage League Season 8,4,12292,4,Apr 21st - Apr 22,21.04.2018,22.04.2018
https://www.hltv.org/events/3611/esl-pro-league-season-7-asia-pacific,ESL Pro League Season 7 Asia-Pacific,8,2 spots at EPL S7 Finals,8,Apr 20th - Apr 22,20.04.2018,22.04.2018
https://www.hltv.org/events/3491/dreamhack-masters-marseille-2018,DreamHack Masters Marseille 2018,16,250000,16,Apr 18th - Apr 22,18.04.2018,22.04.2018
https://www.hltv.org/events/3569/esea-main-season-27-north-america,ESEA Main Season 27 North America,16,10000,16,Apr 2nd - Apr 22,02.04.2018,22.04.2018
https://www.hltv.org/events/3718/sorring-lan-party-2018,Sorring Lan Party 2018,3+,3300,3+,Apr 21,21.04.2018,21.04.2018
https://www.hltv.org/events/3689/pro-gamer-league-asian-invitational-2018,Pro Gamer League Asian Invitational 2018,4,15913,4,Apr 20th - Apr 21,20.04.2018,21.04.2018
https://www.hltv.org/events/3713/esports-balkan-league-season-2-closed-qualifier,Esports Balkan League Season 2 Closed Qualifier,4+,2 spots in EBL S2,4+,Apr 20,20.04.2018,20.04.2018
https://www.hltv.org/events/3674/esl-one-belo-horizonte-south-america-qualifier-2,ESL One Belo Horizonte South America Qualifier 2,8,2 spots in Closed Qualifier,8,Apr 17th - Apr 18,17.04.2018,18.04.2018
https://www.hltv.org/events/3573/esea-open-season-27-south-africa,ESEA Open Season 27 South Africa,4+,1600,4+,Apr 4th - Apr 18,04.04.2018,18.04.2018
https://www.hltv.org/events/3590/iem-sydney-2018-oceania-closed-qualifier,IEM Sydney 2018 Oceania Closed Qualifier,8,3 spots at IEM Sydney 2018,8,Apr 13th - Apr 17,13.04.2018,17.04.2018
https://www.hltv.org/events/3678/dmarketcom-spring-cup,DMarket.com Spring Cup,8,5000,8,Apr 13th - Apr 16,13.04.2018,16.04.2018
https://www.hltv.org/events/3693/zotac-cup-masters-2018-korea-open-qualifier,ZOTAC Cup Masters 2018 Korea Open Qualifier,2+,1 spot at Asian Closed Qual.,2+,Apr 15,15.04.2018,15.04.2018
https://www.hltv.org/events/3686/dreamhack-open-austin-2018-north-america-closed-qualifier,DreamHack Open Austin 2018 North America Closed Qualifier,8,1 spot at DreamHack Austin 2018,8,Apr 15,15.04.2018,15.04.2018
https://www.hltv.org/events/3685/dreamhack-open-austin-2018-europe-closed-qualifier,DreamHack Open Austin 2018 Europe Closed Qualifier,8,1 spot at DreamHack Austin 2018,8,Apr 15,15.04.2018,15.04.2018
https://www.hltv.org/events/3692/belgrade-open-2,Belgrade Open #2,4+,1420,4+,Apr 15,15.04.2018,15.04.2018
